Name,LUMO,HOMO,Wavelength
7ed_1b_7ea,-5.07,-1.67,617.32 nm
6ed_1b_7ea,-5.06,-1.68,611.82 nm
6ed_26b_7ea,-4.82,-1.74,604.39 nm
3ed_1b_7ea,-5.2,-1.8,607.7 nm
7ed_20b_5ea,-4.99,-1.81,626.71 nm
19ed_12b_9ea,-5.22,-1.81,707.54 nm
16ed_17b_9ea,-5.09,-1.82,711.03 nm
21ed_10b_9ea,-4.92,-1.83,722.06 nm
20ed_17b_9ea,-5.06,-1.84,709.28 nm
7ed_26b_2ea,-4.89,-1.85,602.88 nm
6ed_26b_2ea,-4.86,-1.85,610.27 nm
20ed_7b_9ea,-5.16,-1.86,702.03 nm
3ed_21b_9ea,-5.25,-1.88,695.94 nm
6ed_26b_6ea,-4.9,-1.88,606.93 nm
9ed_20b_7ea,-4.84,-1.89,618.65 nm
6ed_26b_5ea,-4.89,-1.89,610.01 nm
7ed_1b_2ea,-5.23,-1.9,602.88 nm
3ed_20b_5ea,-5.1,-1.91,616.27 nm
21ed_13b_9ea,-5.2,-1.91,704.09 nm
21ed_2b_9ea,-5.18,-1.95,704.09 nm
7ed_1b_10ea,-5.17,-1.95,610.27 nm
16ed_6b_9ea,-5.04,-1.95,712.44 nm
7ed_1b_9ea,-5.18,-1.96,611.82 nm
6ed_1b_10ea,-5.16,-1.97,616.0 nm
6ed_20b_5ea,-5.07,-1.98,638.07 nm
20ed_20b_5ea,-5.06,-1.98,601.12 nm
11ed_20b_7ea,-4.95,-1.99,609.24 nm
6ed_1b_9ea,-5.16,-1.99,620.51 nm
7ed_1b_6ea,-5.27,-1.99,611.82 nm
2ed_26b_3ea,-5.0,-2.0,600.12 nm
17ed_6b_9ea,-5.14,-2.01,711.03 nm
6ed_26b_3ea,-4.9,-2.01,616.79 nm
11ed_10b_9ea,-4.95,-2.02,715.62 nm
6ed_1b_6ea,-5.24,-2.02,623.19 nm
6ed_1b_11ea,-5.22,-2.02,610.53 nm
7ed_1b_5ea,-5.09,-2.03,651.32 nm
3ed_26b_3ea,-5.0,-2.03,602.12 nm
7ed_1b_11ea,-5.25,-2.03,604.39 nm
5ed_20b_5ea,-5.02,-2.06,604.9 nm
10ed_20b_9ea,-5.01,-2.07,607.7 nm
10ed_20b_5ea,-5.05,-2.07,616.27 nm
6ed_8b_9ea,-4.97,-2.08,737.57 nm
20ed_3b_9ea,-5.12,-2.08,703.4 nm
19ed_9b_9ea,-5.16,-2.11,723.88 nm
3ed_1b_9ea,-5.16,-2.12,621.04 nm
3ed_1b_6ea,-5.41,-2.12,602.37 nm
7ed_26b_3ea,-4.98,-2.13,615.48 nm
3ed_1b_5ea,-5.22,-2.14,639.2 nm
9ed_1b_7ea,-4.9,-2.14,654.28 nm
6ed_1b_5ea,-5.14,-2.15,662.08 nm
10ed_26b_10ea,-4.88,-2.15,641.19 nm
16ed_1b_10ea,-5.32,-2.15,602.88 nm
10ed_26b_9ea,-4.89,-2.16,642.05 nm
10ed_1b_6ea,-5.22,-2.16,602.37 nm
5ed_26b_10ea,-4.91,-2.18,639.49 nm
9ed_20b_2ea,-4.92,-2.18,637.23 nm
7ed_26b_4ea,-4.96,-2.19,612.08 nm
16ed_1b_9ea,-5.33,-2.19,601.62 nm
5ed_26b_9ea,-4.92,-2.2,642.05 nm
3ed_20b_1ea,-5.28,-2.2,600.87 nm
2ed_26b_4ea,-5.07,-2.2,602.12 nm
16ed_1b_11ea,-5.34,-2.2,604.9 nm
3ed_26b_4ea,-5.06,-2.21,601.12 nm
7ed_26b_1ea,-4.93,-2.21,605.41 nm
1ed_26b_10ea,-4.94,-2.21,638.92 nm
13ed_1b_7ea,-5.14,-2.21,618.65 nm
16ed_1b_2ea,-5.38,-2.21,609.76 nm
6ed_26b_1ea,-4.92,-2.21,612.86 nm
5ed_1b_10ea,-5.12,-2.22,604.39 nm
7ed_20b_1ea,-5.23,-2.22,609.76 nm
9ed_26b_10ea,-4.95,-2.22,641.19 nm
9ed_26b_9ea,-4.95,-2.22,642.91 nm
7ed_26b_9ea,-4.88,-2.23,655.17 nm
10ed_1b_9ea,-5.1,-2.23,621.04 nm
10ed_26b_11ea,-4.92,-2.23,642.62 nm
10ed_1b_5ea,-5.08,-2.23,647.23 nm
7ed_26b_10ea,-4.89,-2.23,652.8 nm
5ed_26b_11ea,-4.96,-2.24,641.48 nm
1ed_20b_5ea,-5.17,-2.24,608.73 nm
20ed_1b_9ea,-5.11,-2.24,619.71 nm
20ed_1b_5ea,-5.16,-2.24,632.75 nm
6ed_26b_10ea,-4.93,-2.24,651.32 nm
11ed_1b_7ea,-5.02,-2.24,640.62 nm
9ed_20b_10ea,-4.94,-2.25,642.33 nm
2ed_1b_9ea,-5.28,-2.25,613.65 nm
3ed_26b_10ea,-5.01,-2.25,637.51 nm
6ed_26b_9ea,-4.89,-2.25,655.47 nm
6ed_26b_4ea,-4.96,-2.26,614.95 nm
5ed_1b_6ea,-5.17,-2.26,600.37 nm
11ed_26b_10ea,-4.99,-2.26,638.64 nm
14ed_8b_9ea,-5.2,-2.26,720.62 nm
5ed_1b_9ea,-5.12,-2.27,610.27 nm
16ed_1b_5ea,-5.29,-2.27,634.15 nm
2ed_1b_5ea,-5.33,-2.27,631.92 nm
3ed_26b_9ea,-4.96,-2.28,646.07 nm
1ed_20b_9ea,-5.15,-2.28,604.14 nm
2ed_26b_10ea,-4.98,-2.28,644.05 nm
6ed_16b_7ea,-4.97,-2.29,773.56 nm
1ed_26b_11ea,-4.99,-2.29,639.2 nm
6ed_20b_1ea,-5.21,-2.29,624.27 nm
9ed_8b_5ea,-5.02,-2.29,603.88 nm
9ed_26b_11ea,-5.0,-2.3,640.91 nm
7ed_26b_11ea,-4.93,-2.3,653.39 nm
10ed_1b_3ea,-5.27,-2.3,606.42 nm
9ed_20b_6ea,-4.97,-2.3,649.56 nm
5ed_1b_5ea,-5.09,-2.3,639.2 nm
1ed_26b_9ea,-4.9,-2.3,659.36 nm
6ed_26b_11ea,-4.92,-2.31,654.87 nm
9ed_20b_9ea,-4.87,-2.32,668.22 nm
3ed_26b_11ea,-4.99,-2.34,646.94 nm
5ed_1b_11ea,-5.16,-2.34,613.12 nm
11ed_26b_11ea,-5.03,-2.34,642.62 nm
1ed_8b_9ea,-5.17,-2.34,726.43 nm
9ed_8b_9ea,-4.99,-2.35,607.19 nm
11ed_20b_10ea,-5.04,-2.35,629.99 nm
6ed_16b_2ea,-5.07,-2.35,753.36 nm
13ed_20b_10ea,-5.16,-2.36,615.48 nm
2ed_26b_11ea,-5.02,-2.36,646.07 nm
2ed_26b_9ea,-4.93,-2.36,663.91 nm
9ed_20b_11ea,-4.98,-2.37,651.32 nm
13ed_20b_6ea,-5.21,-2.37,610.53 nm
3ed_16b_7ea,-5.07,-2.37,759.71 nm
13ed_20b_5ea,-5.12,-2.38,636.95 nm
9ed_20b_5ea,-4.9,-2.38,687.32 nm
7ed_1b_1ea,-5.34,-2.38,628.89 nm
5ed_1b_3ea,-5.18,-2.38,609.5 nm
13ed_20b_9ea,-5.08,-2.38,632.75 nm
5ed_26b_8ea,-5.07,-2.39,632.2 nm
6ed_1b_1ea,-5.29,-2.39,640.34 nm
9ed_22b_5ea,-5.03,-2.4,612.6 nm
11ed_20b_6ea,-5.08,-2.4,633.03 nm
11ed_20b_5ea,-5.0,-2.41,661.17 nm
6ed_9b_4ea,-5.2,-2.41,621.85 nm
9ed_1b_2ea,-4.98,-2.41,667.91 nm
16ed_20b_1ea,-5.36,-2.41,602.12 nm
9ed_22b_10ea,-5.06,-2.41,603.13 nm
6ed_18b_9ea,-5.23,-2.41,708.59 nm
7ed_16b_7ea,-5.15,-2.41,734.56 nm
11ed_20b_2ea,-5.1,-2.41,626.16 nm
10ed_20b_1ea,-5.22,-2.41,605.15 nm
9ed_20b_3ea,-4.99,-2.41,656.06 nm
16ed_1b_3ea,-5.49,-2.41,609.76 nm
7ed_20b_4ea,-5.19,-2.41,647.23 nm
6ed_18b_5ea,-5.35,-2.42,617.32 nm
1ed_1b_5ea,-5.26,-2.42,622.65 nm
7ed_9b_12ea,-5.15,-2.42,637.79 nm
9ed_4b_9ea,-5.08,-2.43,607.19 nm
10ed_16b_7ea,-4.95,-2.43,758.11 nm
9ed_4b_5ea,-5.09,-2.43,609.76 nm
11ed_20b_11ea,-5.09,-2.43,628.89 nm
20ed_16b_7ea,-4.97,-2.43,750.62 nm
13ed_20b_2ea,-5.22,-2.43,613.12 nm
6ed_10b_12ea,-5.06,-2.44,611.82 nm
7ed_20b_12ea,-5.14,-2.44,654.57 nm
13ed_20b_11ea,-5.19,-2.44,617.85 nm
11ed_20b_9ea,-4.97,-2.44,659.36 nm
6ed_20b_4ea,-5.16,-2.45,671.01 nm
6ed_20b_12ea,-5.15,-2.46,663.91 nm
9ed_9b_1ea,-5.06,-2.46,601.37 nm
6ed_16b_9ea,-5.04,-2.46,763.32 nm
9ed_22b_11ea,-5.09,-2.46,602.62 nm
9ed_1b_10ea,-4.99,-2.47,673.84 nm
6ed_9b_12ea,-5.14,-2.47,650.44 nm
9ed_11b_12ea,-5.05,-2.48,619.71 nm
16ed_16b_7ea,-5.16,-2.48,740.98 nm
6ed_16b_10ea,-5.05,-2.48,767.79 nm
9ed_1b_6ea,-5.04,-2.49,668.53 nm
3ed_1b_1ea,-5.48,-2.49,615.48 nm
20ed_1b_3ea,-5.43,-2.5,600.12 nm
10ed_26b_8ea,-5.06,-2.5,664.83 nm
6ed_16b_3ea,-5.2,-2.51,739.84 nm
2ed_16b_7ea,-5.26,-2.51,722.42 nm
2ed_26b_8ea,-5.12,-2.51,643.19 nm
11ed_22b_5ea,-5.13,-2.51,600.62 nm
3ed_9b_12ea,-5.26,-2.51,624.27 nm
5ed_16b_7ea,-4.93,-2.51,757.71 nm
21ed_6b_12ea,-5.23,-2.51,605.66 nm
9ed_1b_9ea,-4.93,-2.51,697.62 nm
11ed_22b_9ea,-5.12,-2.51,600.87 nm
21ed_16b_10ea,-5.43,-2.51,629.17 nm
5ed_20b_1ea,-5.13,-2.52,631.37 nm
6ed_6b_12ea,-5.09,-2.52,623.73 nm
7ed_31b_7ea,-4.97,-2.52,766.57 nm
7ed_26b_8ea,-5.03,-2.52,662.08 nm
3ed_20b_12ea,-5.26,-2.52,638.64 nm
7ed_16b_2ea,-5.24,-2.52,727.52 nm
11ed_1b_2ea,-5.09,-2.53,656.06 nm
9ed_10b_4ea,-5.01,-2.53,604.64 nm
20ed_9b_12ea,-5.27,-2.53,610.53 nm
3ed_20b_4ea,-5.32,-2.53,639.2 nm
7ed_16b_9ea,-5.09,-2.54,752.97 nm
21ed_16b_6ea,-5.55,-2.54,622.92 nm
9ed_1b_5ea,-4.97,-2.54,706.85 nm
21ed_16b_9ea,-5.27,-2.54,655.17 nm
6ed_32b_7ea,-5.02,-2.54,724.6 nm
3ed_26b_8ea,-5.12,-2.54,649.86 nm
10ed_6b_12ea,-5.15,-2.54,611.82 nm
21ed_32b_7ea,-5.32,-2.55,671.01 nm
7ed_32b_7ea,-5.13,-2.55,711.73 nm
6ed_31b_7ea,-4.9,-2.55,776.89 nm
3ed_16b_2ea,-5.29,-2.55,715.26 nm
16ed_9b_4ea,-5.34,-2.55,616.0 nm
11ed_11b_12ea,-5.14,-2.55,604.39 nm
6ed_16b_11ea,-5.12,-2.55,757.31 nm
21ed_31b_7ea,-5.17,-2.55,719.18 nm
9ed_1b_11ea,-5.04,-2.55,672.27 nm
7ed_1b_4ea,-5.32,-2.55,662.39 nm
6ed_8b_4ea,-5.29,-2.55,609.76 nm
9ed_17b_12ea,-5.14,-2.55,604.9 nm
6ed_16b_6ea,-5.15,-2.56,769.84 nm
13ed_1b_6ea,-5.29,-2.56,626.71 nm
16ed_20b_12ea,-5.31,-2.56,637.51 nm
5ed_10b_12ea,-5.1,-2.56,619.18 nm
13ed_1b_10ea,-5.23,-2.56,636.66 nm
5ed_32b_7ea,-5.14,-2.57,642.91 nm
9ed_15b_9ea,-5.14,-2.57,612.6 nm
7ed_16b_6ea,-5.18,-2.57,758.51 nm
16ed_1b_1ea,-5.44,-2.57,631.1 nm
9ed_10b_12ea,-5.02,-2.57,624.81 nm
2ed_16b_2ea,-5.3,-2.57,725.7 nm
1ed_26b_8ea,-5.11,-2.57,659.66 nm
9ed_21b_4ea,-5.11,-2.57,602.37 nm
14ed_16b_7ea,-5.17,-2.57,696.95 nm
21ed_16b_11ea,-5.48,-2.58,625.35 nm
13ed_11b_12ea,-5.26,-2.58,600.37 nm
9ed_26b_8ea,-5.11,-2.58,659.36 nm
9ed_14b_12ea,-5.12,-2.58,603.38 nm
11ed_1b_10ea,-5.1,-2.58,660.87 nm
16ed_18b_5ea,-5.47,-2.58,603.38 nm
16ed_9b_12ea,-5.29,-2.58,633.03 nm
21ed_16b_5ea,-5.33,-2.58,674.47 nm
6ed_26b_8ea,-4.99,-2.58,674.78 nm
16ed_10b_12ea,-5.19,-2.58,614.95 nm
9ed_21b_8ea,-5.15,-2.58,602.37 nm
9ed_15b_5ea,-5.16,-2.58,613.91 nm
21ed_16b_2ea,-5.63,-2.58,613.12 nm
6ed_1b_4ea,-5.27,-2.59,678.91 nm
13ed_1b_9ea,-5.15,-2.59,660.87 nm
5ed_6b_12ea,-5.13,-2.59,610.79 nm
2ed_1b_1ea,-5.53,-2.59,617.59 nm
3ed_31b_7ea,-5.05,-2.6,755.33 nm
10ed_1b_1ea,-5.31,-2.6,631.1 nm
16ed_6b_12ea,-5.24,-2.6,606.42 nm
2ed_20b_12ea,-5.35,-2.6,636.95 nm
2ed_20b_4ea,-5.39,-2.6,634.98 nm
16ed_18b_9ea,-5.37,-2.6,706.5 nm
3ed_32b_7ea,-5.21,-2.61,701.69 nm
16ed_20b_4ea,-5.34,-2.61,642.05 nm
10ed_31b_7ea,-5.06,-2.61,736.81 nm
13ed_1b_2ea,-5.28,-2.61,632.2 nm
20ed_1b_1ea,-5.35,-2.61,624.27 nm
10ed_32b_7ea,-5.19,-2.61,687.65 nm
10ed_20b_4ea,-5.21,-2.61,652.5 nm
11ed_26b_8ea,-5.17,-2.61,658.16 nm
13ed_1b_11ea,-5.25,-2.61,634.7 nm
5ed_20b_4ea,-5.11,-2.61,660.57 nm
7ed_16b_3ea,-5.31,-2.62,713.85 nm
13ed_1b_5ea,-5.17,-2.62,676.68 nm
20ed_32b_7ea,-5.22,-2.62,685.68 nm
7ed_16b_11ea,-5.18,-2.62,742.5 nm
20ed_31b_7ea,-5.08,-2.62,736.44 nm
11ed_1b_6ea,-5.14,-2.62,660.87 nm
11ed_1b_9ea,-5.03,-2.62,686.66 nm
13ed_10b_12ea,-5.23,-2.62,601.62 nm
6ed_2b_12ea,-5.2,-2.62,615.22 nm
11ed_10b_12ea,-5.14,-2.63,608.98 nm
9ed_21b_12ea,-5.09,-2.63,625.35 nm
5ed_9b_12ea,-5.19,-2.63,644.63 nm
6ed_31b_2ea,-4.95,-2.63,776.47 nm
6ed_32b_2ea,-5.1,-2.63,702.38 nm
9ed_7b_12ea,-5.18,-2.63,600.87 nm
1ed_6b_12ea,-5.27,-2.63,601.62 nm
16ed_16b_2ea,-5.3,-2.63,737.95 nm
2ed_31b_7ea,-5.05,-2.64,754.94 nm
3ed_16b_10ea,-5.21,-2.64,735.69 nm
20ed_20b_12ea,-5.22,-2.64,648.98 nm
7ed_16b_10ea,-5.21,-2.64,737.95 nm
16ed_31b_7ea,-5.02,-2.64,760.11 nm
11ed_6b_12ea,-5.15,-2.64,603.13 nm
9ed_9b_4ea,-5.09,-2.64,641.48 nm
20ed_20b_4ea,-5.23,-2.64,645.5 nm
1ed_16b_7ea,-5.1,-2.64,737.95 nm
16ed_32b_7ea,-5.16,-2.64,709.28 nm
11ed_20b_3ea,-5.17,-2.65,639.49 nm
9ed_20b_1ea,-5.02,-2.65,681.48 nm
13ed_20b_3ea,-5.31,-2.65,620.51 nm
1ed_20b_4ea,-5.28,-2.65,631.1 nm
11ed_1b_5ea,-5.06,-2.65,696.95 nm
7ed_31b_2ea,-5.03,-2.65,766.57 nm
2ed_32b_7ea,-5.2,-2.65,703.75 nm
3ed_16b_9ea,-5.22,-2.65,733.82 nm
16ed_16b_10ea,-5.21,-2.66,747.5 nm
7ed_33b_7ea,-5.01,-2.66,760.51 nm
6ed_1b_12ea,-5.18,-2.66,709.28 nm
11ed_1b_11ea,-5.15,-2.67,660.57 nm
5ed_31b_7ea,-5.04,-2.67,732.33 nm
5ed_16b_2ea,-5.08,-2.67,719.18 nm
9ed_4b_1ea,-5.17,-2.67,602.62 nm
5ed_20b_8ea,-5.31,-2.67,615.48 nm
2ed_9b_12ea,-5.3,-2.68,649.56 nm
14ed_32b_7ea,-5.19,-2.68,672.27 nm
14ed_31b_7ea,-5.17,-2.68,720.62 nm
5ed_1b_1ea,-5.23,-2.68,640.91 nm
10ed_33b_7ea,-5.07,-2.68,740.98 nm
16ed_16b_11ea,-5.24,-2.68,746.34 nm
7ed_32b_2ea,-5.19,-2.68,713.14 nm
9ed_4b_3ea,-5.2,-2.69,608.21 nm
3ed_16b_6ea,-5.32,-2.69,740.98 nm
7ed_1b_12ea,-5.21,-2.69,701.01 nm
2ed_16b_10ea,-5.28,-2.7,733.07 nm
19ed_16b_7ea,-5.39,-2.7,688.96 nm
16ed_16b_9ea,-5.1,-2.7,775.22 nm
2ed_16b_9ea,-5.28,-2.7,732.7 nm
9ed_18b_2ea,-5.17,-2.7,605.41 nm
3ed_1b_4ea,-5.44,-2.7,652.5 nm
9ed_9b_8ea,-5.23,-2.7,625.35 nm
7ed_31b_6ea,-5.08,-2.7,764.13 nm
1ed_32b_7ea,-5.32,-2.7,656.66 nm
13ed_9b_12ea,-5.33,-2.7,613.12 nm
21ed_4b_11ea,-6.09,-2.71,638.07 nm
6ed_32b_6ea,-5.13,-2.71,724.6 nm
6ed_31b_6ea,-5.0,-2.71,776.89 nm
1ed_18b_9ea,-5.41,-2.71,697.62 nm
5ed_33b_7ea,-5.05,-2.71,736.44 nm
20ed_33b_7ea,-5.1,-2.71,743.27 nm
7ed_31b_5ea,-5.02,-2.71,781.1 nm
10ed_16b_10ea,-5.07,-2.71,754.94 nm
6ed_31b_9ea,-4.94,-2.71,794.43 nm
11ed_9b_4ea,-5.23,-2.71,612.86 nm
6ed_31b_5ea,-4.95,-2.72,792.68 nm
10ed_16b_9ea,-4.96,-2.72,779.83 nm
11ed_1b_3ea,-5.16,-2.72,663.3 nm
10ed_8b_4ea,-5.3,-2.72,617.32 nm
16ed_16b_6ea,-5.31,-2.72,745.96 nm
14ed_29b_7ea,-5.22,-2.72,645.78 nm
2ed_16b_3ea,-5.4,-2.72,721.7 nm
9ed_31b_7ea,-4.93,-2.72,757.31 nm
21ed_33b_7ea,-5.21,-2.72,730.47 nm
7ed_32b_6ea,-5.23,-2.72,711.03 nm
20ed_16b_10ea,-5.1,-2.72,746.34 nm
7ed_34b_7ea,-5.04,-2.72,734.56 nm
2ed_33b_7ea,-5.09,-2.72,746.34 nm
16ed_33b_7ea,-5.05,-2.73,756.92 nm
17ed_16b_7ea,-5.29,-2.73,706.5 nm
9ed_18b_9ea,-5.09,-2.73,638.92 nm
3ed_16b_11ea,-5.29,-2.73,730.84 nm
10ed_20b_12ea,-5.1,-2.73,697.62 nm
6ed_34b_7ea,-4.98,-2.73,743.65 nm
1ed_31b_7ea,-5.18,-2.73,726.43 nm
6ed_8b_12ea,-5.17,-2.73,678.27 nm
3ed_16b_3ea,-5.44,-2.73,703.75 nm
9ed_3b_12ea,-5.07,-2.73,600.12 nm
9ed_22b_4ea,-5.13,-2.74,627.25 nm
6ed_31b_10ea,-4.98,-2.74,788.78 nm
6ed_32b_9ea,-5.04,-2.74,758.91 nm
20ed_16b_9ea,-5.11,-2.74,744.03 nm
7ed_33b_2ea,-5.04,-2.74,764.54 nm
6ed_31b_3ea,-5.0,-2.74,778.99 nm
21ed_31b_6ea,-5.31,-2.74,713.49 nm
11ed_20b_1ea,-5.12,-2.74,666.06 nm
19ed_31b_7ea,-5.3,-2.74,715.62 nm
21ed_32b_6ea,-5.46,-2.74,666.98 nm
19ed_32b_7ea,-5.45,-2.75,668.22 nm
7ed_31b_10ea,-5.06,-2.75,776.89 nm
7ed_32b_9ea,-5.16,-2.75,730.1 nm
17ed_32b_7ea,-5.42,-2.75,672.27 nm
10ed_16b_6ea,-5.14,-2.75,759.31 nm
1ed_1b_1ea,-5.42,-2.75,616.27 nm
10ed_1b_8ea,-5.5,-2.75,605.41 nm
7ed_32b_5ea,-5.18,-2.75,727.89 nm
9ed_18b_5ea,-5.11,-2.75,646.65 nm
17ed_31b_7ea,-5.27,-2.75,720.26 nm
10ed_31b_2ea,-5.11,-2.75,741.74 nm
21ed_32b_10ea,-5.42,-2.76,656.96 nm
9ed_18b_6ea,-5.17,-2.76,623.19 nm
10ed_16b_2ea,-5.19,-2.76,737.19 nm
6ed_32b_5ea,-5.09,-2.76,744.03 nm
20ed_16b_6ea,-5.17,-2.76,746.73 nm
9ed_2b_12ea,-5.11,-2.76,619.44 nm
2ed_16b_6ea,-5.39,-2.76,734.56 nm
5ed_32b_10ea,-5.17,-2.76,661.78 nm
10ed_32b_2ea,-5.25,-2.76,691.93 nm
7ed_31b_9ea,-5.06,-2.76,777.31 nm
7ed_33b_5ea,-5.03,-2.76,772.31 nm
16ed_1b_4ea,-5.41,-2.76,671.95 nm
20ed_8b_4ea,-5.39,-2.76,602.12 nm
3ed_29b_11ea,-5.32,-2.77,677.95 nm
6ed_32b_10ea,-5.11,-2.77,737.57 nm
9ed_18b_11ea,-5.15,-2.77,627.8 nm
7ed_31b_3ea,-5.09,-2.77,768.61 nm
5ed_8b_4ea,-5.26,-2.77,605.66 nm
9ed_9b_12ea,-5.11,-2.77,675.1 nm
20ed_16b_11ea,-5.14,-2.77,739.08 nm
2ed_16b_11ea,-5.35,-2.77,729.36 nm
16ed_8b_4ea,-5.43,-2.77,613.91 nm
21ed_31b_5ea,-5.22,-2.77,733.82 nm
7ed_33b_6ea,-5.07,-2.77,762.52 nm
7ed_32b_10ea,-5.21,-2.77,722.79 nm
2ed_1b_4ea,-5.47,-2.77,662.08 nm
6ed_33b_9ea,-4.95,-2.77,798.83 nm
13ed_20b_1ea,-5.26,-2.77,650.15 nm
3ed_31b_6ea,-5.17,-2.78,751.79 nm
5ed_16b_10ea,-5.05,-2.78,758.51 nm
1ed_20b_12ea,-5.31,-2.78,644.92 nm
6ed_32b_3ea,-5.13,-2.78,731.21 nm
6ed_16b_1ea,-5.2,-2.78,783.64 nm
21ed_31b_2ea,-5.31,-2.78,715.26 nm
5ed_32b_2ea,-5.17,-2.78,668.84 nm
6ed_33b_3ea,-5.0,-2.78,768.61 nm
21ed_32b_5ea,-5.37,-2.78,685.36 nm
3ed_34b_7ea,-5.11,-2.78,726.79 nm
10ed_33b_2ea,-5.12,-2.78,746.34 nm
6ed_33b_10ea,-4.99,-2.78,774.8 nm
20ed_16b_2ea,-5.23,-2.78,732.33 nm
7ed_33b_10ea,-5.06,-2.78,769.02 nm
13ed_31b_7ea,-5.13,-2.78,739.84 nm
7ed_32b_3ea,-5.25,-2.79,712.79 nm
21ed_32b_9ea,-5.34,-2.79,688.3 nm
21ed_32b_11ea,-5.45,-2.79,656.06 nm
6ed_33b_6ea,-5.02,-2.79,767.38 nm
1ed_33b_7ea,-5.18,-2.79,736.44 nm
13ed_16b_7ea,-5.06,-2.79,776.89 nm
2ed_32b_2ea,-5.25,-2.79,709.28 nm
13ed_32b_7ea,-5.24,-2.79,691.6 nm
21ed_31b_10ea,-5.27,-2.79,726.06 nm
20ed_16b_5ea,-5.03,-2.79,799.71 nm
7ed_31b_11ea,-5.09,-2.79,772.73 nm
21ed_32b_2ea,-5.46,-2.79,669.15 nm
2ed_8b_4ea,-5.51,-2.79,602.12 nm
5ed_16b_9ea,-4.95,-2.79,788.35 nm
6ed_35b_7ea,-5.0,-2.79,737.95 nm
6ed_32b_11ea,-5.16,-2.8,715.97 nm
3ed_1b_12ea,-5.32,-2.8,687.65 nm
3ed_32b_6ea,-5.34,-2.8,699.65 nm
9ed_1b_3ea,-5.13,-2.8,690.61 nm
16ed_31b_6ea,-5.12,-2.8,759.31 nm
10ed_31b_6ea,-5.17,-2.8,736.06 nm
10ed_33b_5ea,-5.1,-2.8,751.79 nm
7ed_35b_7ea,-5.06,-2.8,734.56 nm
20ed_31b_6ea,-5.19,-2.8,733.07 nm
6ed_31b_1ea,-5.03,-2.8,781.94 nm
3ed_31b_5ea,-5.11,-2.8,772.73 nm
21ed_31b_9ea,-5.27,-2.8,726.06 nm
16ed_34b_7ea,-5.08,-2.81,733.07 nm
10ed_16b_11ea,-5.14,-2.81,754.15 nm
11ed_31b_7ea,-5.04,-2.81,745.19 nm
5ed_31b_2ea,-5.08,-2.81,735.31 nm
7ed_33b_9ea,-5.07,-2.81,770.25 nm
7ed_33b_11ea,-5.07,-2.81,768.61 nm
20ed_34b_7ea,-5.14,-2.81,717.04 nm
10ed_32b_6ea,-5.3,-2.81,686.01 nm
3ed_31b_9ea,-5.09,-2.81,773.56 nm
17ed_33b_7ea,-5.25,-2.81,733.07 nm
16ed_16b_3ea,-5.43,-2.81,730.1 nm
11ed_2b_12ea,-5.22,-2.81,603.38 nm
19ed_33b_7ea,-5.26,-2.81,732.33 nm
20ed_32b_6ea,-5.33,-2.81,684.06 nm
2ed_34b_7ea,-5.11,-2.81,728.63 nm
10ed_1b_4ea,-5.29,-2.81,677.32 nm
21ed_8b_12ea,-5.49,-2.81,611.05 nm
5ed_31b_10ea,-5.06,-2.81,747.12 nm
10ed_16b_3ea,-5.2,-2.81,741.74 nm
9ed_15b_1ea,-5.24,-2.82,607.19 nm
10ed_34b_7ea,-5.12,-2.82,718.47 nm
6ed_31b_11ea,-5.02,-2.82,791.81 nm
3ed_31b_2ea,-5.17,-2.82,757.71 nm
5ed_20b_12ea,-5.1,-2.82,706.85 nm
6ed_33b_1ea,-4.98,-2.82,791.81 nm
6ed_33b_11ea,-5.01,-2.82,773.97 nm
6ed_33b_5ea,-5.0,-2.82,778.99 nm
7ed_31b_1ea,-5.12,-2.82,770.66 nm
2ed_31b_6ea,-5.16,-2.82,754.94 nm
21ed_31b_11ea,-5.29,-2.82,724.6 nm
11ed_32b_7ea,-5.13,-2.82,697.28 nm
11ed_33b_7ea,-5.06,-2.82,745.19 nm
5ed_16b_6ea,-5.11,-2.82,758.51 nm
9ed_20b_4ea,-5.03,-2.82,719.54 nm
7ed_8b_12ea,-5.3,-2.82,659.36 nm
3ed_31b_10ea,-5.14,-2.82,764.54 nm
7ed_34b_2ea,-5.08,-2.82,736.81 nm
7ed_32b_11ea,-5.25,-2.82,721.7 nm
16ed_32b_6ea,-5.25,-2.82,710.68 nm
7ed_33b_3ea,-5.09,-2.82,766.98 nm
10ed_31b_5ea,-5.11,-2.83,756.12 nm
10ed_33b_6ea,-5.15,-2.83,742.5 nm
11ed_22b_12ea,-5.23,-2.83,618.65 nm
3ed_32b_5ea,-5.27,-2.83,717.75 nm
2ed_32b_6ea,-5.31,-2.83,704.78 nm
20ed_31b_5ea,-5.13,-2.83,754.15 nm
9ed_20b_12ea,-5.04,-2.83,719.18 nm
6ed_32b_1ea,-5.16,-2.83,731.95 nm
20ed_1b_4ea,-5.32,-2.83,670.7 nm
13ed_33b_7ea,-5.15,-2.83,743.65 nm
9ed_15b_3ea,-5.29,-2.83,608.21 nm
16ed_31b_9ea,-5.06,-2.83,781.94 nm
5ed_33b_2ea,-5.09,-2.83,736.81 nm
20ed_31b_9ea,-5.12,-2.83,754.15 nm
21ed_16b_3ea,-5.79,-2.84,612.08 nm
20ed_31b_2ea,-5.19,-2.84,735.31 nm
