Name,"CAM-B3LYP/6-311G(d,p)","HOMO CAM-B3LYP/6-311G(d,p)","LUMO CAM-B3LYP/6-311G(d,p)","bhandhlyp/6-311G(d,p)","HOMO bhandhlyp/6-311G(d,p)","LUMO bhandhlyp/6-311G(d,p)","PBE1PBE/6-311G(d,p)","HOMO PBE1PBE/6-311G(d,p)","LUMO PBE1PBE/6-311G(d,p)",LSF
3ed_18b_1ea,2.638,-7.084,-2.331,2.634,-6.747,-2.473,2.284,-6.114,-3.278,2.3817508818599995
13ed_9b_3ea,2.628,-6.45,-1.975,2.602,-6.079,-2.072,2.249,-5.497,-2.858,2.38217769021
19ed_19b_12ea,2.688,-6.979,-2.371,2.695,-6.627,-2.487,2.451,-6.033,-3.236,2.38248843939
3ed_8b_5ea,2.676,-6.504,-1.761,2.694,-6.17,-1.895,2.409,-5.526,-2.693,2.38300060941
7ed_3b_8ea,2.607,-6.401,-2.094,2.579,-6.072,-2.205,2.175,-5.441,-2.96,2.3832534627
6ed_4b_3ea,2.628,-6.62,-1.85,2.662,-6.319,-1.985,2.244,-5.617,-2.782,2.38397243976
1ed_8b_5ea,2.638,-6.33,-1.814,2.624,-5.984,-1.941,2.277,-5.376,-2.722,2.38426353123
1ed_20b_2ea,2.633,-6.264,-1.672,2.632,-5.903,-1.762,2.26,-5.312,-2.58,2.38429746045
6ed_4b_11ea,2.621,-6.412,-1.679,2.652,-6.121,-1.821,2.218,-5.413,-2.605,2.38480963047
6ed_13b_4ea,2.617,-6.312,-1.993,2.606,-6.001,-2.103,2.204,-5.36,-2.851,2.3849803538099996
3ed_22b_12ea,2.626,-6.698,-2.155,2.661,-6.36,-2.237,2.234,-5.757,-3.044,2.3851346511599996
6ed_8b_3ea,2.658,-6.397,-1.768,2.698,-6.094,-1.893,2.342,-5.433,-2.661,2.3852046640799998
5ed_6b_4ea,2.566,-6.142,-2.048,2.51,-5.804,-2.152,2.029,-5.195,-2.898,2.3859007517099995
7ed_18b_11ea,2.628,-6.76,-2.021,2.636,-6.454,-2.176,2.236,-5.758,-2.959,2.3868440390399996
9ed_15b_7ea,2.597,-6.093,-1.739,2.537,-5.727,-1.85,2.131,-5.133,-2.632,2.38691082024
11ed_21b_9ea,2.575,-6.09,-1.835,2.541,-5.725,-1.903,2.056,-5.13,-2.706,2.3871318987900003
13ed_18b_3ea,2.523,-6.544,-2.495,2.44,-6.19,-2.609,1.88,-5.589,-3.373,2.3871976027500006
13ed_9b_11ea,2.652,-6.281,-1.73,2.621,-5.912,-1.841,2.316,-5.341,-2.62,2.38725549864
6ed_4b_10ea,2.623,-6.369,-1.623,2.653,-6.071,-1.758,2.217,-5.367,-2.551,2.38759586808
13ed_8b_3ea,2.592,-6.427,-2.159,2.558,-6.075,-2.274,2.112,-5.48,-3.033,2.3876626492799997
20ed_8b_8ea,2.686,-6.727,-2.204,2.712,-6.431,-2.339,2.429,-5.774,-3.046,2.38795804971
17ed_15b_12ea,2.598,-6.991,-2.567,2.56,-6.601,-2.695,2.131,-5.997,-3.453,2.3881244640899997
7ed_18b_10ea,2.627,-6.709,-1.965,2.633,-6.395,-2.114,2.229,-5.704,-2.904,2.3881430445599996
9ed_22b_7ea,2.551,-5.961,-1.714,2.515,-5.59,-1.776,1.971,-4.996,-2.608,2.3885151887400005
19ed_15b_12ea,2.665,-7.209,-2.553,2.652,-6.861,-2.685,2.355,-6.247,-3.451,2.3890338222
5ed_7b_12ea,2.593,-6.326,-2.077,2.579,-6.013,-2.188,2.111,-5.356,-2.923,2.38923524304
21ed_7b_12ea,2.718,-6.657,-1.97,2.734,-6.308,-2.081,2.533,-5.717,-2.853,2.38946386227
11ed_21b_10ea,2.577,-6.097,-1.84,2.541,-5.735,-1.913,2.056,-5.134,-2.703,2.3895591864899997
5ed_18b_9ea,2.505,-6.23,-2.148,2.447,-5.914,-2.272,1.81,-5.233,-3.039,2.3904785071499997
6ed_11b_4ea,2.645,-6.233,-1.749,2.674,-5.944,-1.859,2.283,-5.256,-2.602,2.39060533872
7ed_18b_6ea,2.628,-6.818,-2.021,2.632,-6.491,-2.17,2.224,-5.804,-2.975,2.3911514379599996
7ed_9b_3ea,2.722,-6.48,-1.625,2.769,-6.136,-1.721,2.541,-5.529,-2.545,2.39144683839
3ed_15b_4ea,2.692,-7.05,-2.292,2.699,-6.733,-2.431,2.437,-6.09,-3.213,2.39236831353
11ed_24b_12ea,2.527,-6.23,-2.309,2.476,-5.856,-2.42,1.878,-5.246,-3.156,2.3927700779700003
6ed_7b_4ea,2.67,-6.359,-1.825,2.696,-6.058,-1.931,2.361,-5.395,-2.693,2.3929483419899995
13ed_9b_10ea,2.663,-6.242,-1.656,2.632,-5.866,-1.761,2.337,-5.301,-2.547,2.3930676328799994
21ed_1b_9ea,2.684,-6.473,-1.712,2.697,-6.11,-1.807,2.408,-5.518,-2.67,2.39306871012
6ed_4b_9ea,2.631,-6.379,-1.62,2.662,-6.077,-1.751,2.228,-5.379,-2.561,2.3933565698699995
16ed_8b_1ea,2.592,-6.497,-2.136,2.584,-6.16,-2.251,2.092,-5.549,-3.046,2.39484164748
16ed_15b_9ea,2.645,-6.517,-1.834,2.654,-6.185,-1.954,2.271,-5.531,-2.786,2.39491273764
16ed_9b_2ea,2.686,-6.311,-1.463,2.724,-5.951,-1.555,2.409,-5.361,-2.402,2.3951370479099996
6ed_4b_1ea,2.616,-6.525,-1.936,2.639,-6.229,-2.058,2.171,-5.533,-2.864,2.39561205699
11ed_10b_8ea,2.611,-6.24,-2.015,2.556,-5.88,-2.124,2.154,-5.291,-2.855,2.39564598621
2ed_9b_1ea,2.629,-6.493,-1.988,2.624,-6.137,-2.08,2.214,-5.557,-2.917,2.39595458091
6ed_4b_2ea,2.638,-6.48,-1.669,2.676,-6.182,-1.807,2.244,-5.473,-2.608,2.3961088782599997
5ed_8b_5ea,2.61,-6.171,-1.783,2.589,-5.849,-1.919,2.149,-5.199,-2.679,2.3962270919099997
7ed_3b_4ea,2.565,-6.283,-2.162,2.5,-5.941,-2.277,1.995,-5.323,-3.031,2.3968914048
11ed_8b_2ea,2.61,-6.137,-1.841,2.562,-5.772,-1.956,2.145,-5.189,-2.709,2.3976628915499996
10ed_11b_4ea,2.654,-6.262,-1.858,2.648,-5.947,-1.97,2.293,-5.302,-2.708,2.3979386342699995
7ed_18b_7ea,2.632,-6.575,-1.747,2.633,-6.232,-1.882,2.218,-5.561,-2.712,2.39815971282
7ed_2b_4ea,2.619,-6.402,-2.086,2.59,-6.075,-2.199,2.174,-5.44,-2.956,2.3981761388100002
5ed_22b_8ea,2.558,-6.382,-2.194,2.573,-6.086,-2.269,1.967,-5.407,-3.056,2.3984464953299995
11ed_5b_8ea,2.598,-6.327,-2.165,2.552,-5.981,-2.259,2.102,-5.378,-2.995,2.39853401148
9ed_4b_7ea,2.594,-6.006,-1.648,2.533,-5.631,-1.752,2.088,-5.042,-2.545,2.3987047348199995
16ed_15b_5ea,2.649,-6.575,-1.814,2.649,-6.213,-1.954,2.273,-5.576,-2.767,2.3990494132199998
17ed_20b_9ea,2.671,-6.506,-1.818,2.654,-6.104,-1.905,2.347,-5.56,-2.736,2.3991872845799995
7ed_4b_5ea,2.652,-6.486,-1.644,2.662,-6.152,-1.785,2.282,-5.482,-2.604,2.39945979558
16ed_4b_8ea,2.653,-6.873,-2.208,2.68,-6.519,-2.338,2.285,-5.883,-3.116,2.3995965897
10ed_22b_8ea,2.634,-6.609,-2.16,2.675,-6.307,-2.233,2.219,-5.632,-3.022,2.40022805061
21ed_3b_4ea,2.608,-6.418,-2.143,2.541,-6.038,-2.257,2.13,-5.485,-3.028,2.4006198524999998
11ed_21b_5ea,2.59,-6.08,-1.783,2.552,-5.711,-1.859,2.069,-5.111,-2.66,2.4006702077099997
20ed_5b_12ea,2.665,-6.453,-1.992,2.666,-6.123,-2.097,2.322,-5.496,-2.844,2.4008791692299996
3ed_9b_2ea,2.75,-6.333,-1.423,2.789,-5.972,-1.514,2.609,-5.405,-2.353,2.40102027231
13ed_15b_3ea,2.571,-6.598,-2.413,2.51,-6.258,-2.532,2.003,-5.642,-3.299,2.4013016686200004
11ed_15b_6ea,2.581,-6.317,-2.112,2.502,-5.96,-2.237,2.036,-5.354,-2.987,2.40159276009
10ed_8b_1ea,2.604,-6.367,-2.092,2.576,-6.046,-2.208,2.113,-5.426,-2.979,2.40186742557
9ed_10b_5ea,2.655,-5.838,-1.358,2.595,-5.445,-1.467,2.285,-4.892,-2.265,2.4020238773999996
2ed_4b_5ea,2.655,-6.607,-1.762,2.676,-6.27,-1.89,2.285,-5.601,-2.712,2.4020238773999996
13ed_21b_8ea,2.575,-6.442,-2.254,2.559,-6.109,-2.328,2.014,-5.477,-3.108,2.4022077950100007
19ed_1b_6ea,2.706,-6.917,-1.983,2.702,-6.505,-2.085,2.456,-5.963,-2.924,2.40253927914
9ed_19b_9ea,2.583,-6.0,-1.816,2.532,-5.629,-1.906,2.04,-5.049,-2.716,2.40258424815
9ed_11b_1ea,2.582,-5.985,-1.855,2.522,-5.629,-1.951,2.036,-5.049,-2.73,2.4028064039399997
9ed_11b_9ea,2.61,-5.836,-1.5,2.576,-5.474,-1.598,2.13,-4.879,-2.432,2.4030471401999995
9ed_19b_1ea,2.556,-6.125,-2.096,2.477,-5.76,-2.194,1.947,-5.193,-2.967,2.40319820583
13ed_4b_3ea,2.572,-6.51,-2.296,2.514,-6.162,-2.407,2.0,-5.548,-3.184,2.4035921622
2ed_18b_7ea,2.622,-6.666,-1.847,2.641,-6.316,-1.967,2.169,-5.646,-2.807,2.4036118199099996
19ed_1b_7ea,2.707,-6.65,-1.666,2.703,-6.222,-1.755,2.456,-5.696,-2.621,2.40375292299
20ed_3b_4ea,2.57,-6.29,-2.176,2.493,-5.93,-2.292,1.992,-5.336,-3.049,2.4040364737799997
10ed_9b_8ea,2.723,-6.591,-1.914,2.752,-6.266,-2.021,2.509,-5.628,-2.769,2.40414687936
16ed_18b_3ea,2.598,-6.756,-2.217,2.583,-6.369,-2.347,2.085,-5.761,-3.148,2.40463615995
9ed_5b_9ea,2.608,-5.954,-1.66,2.57,-5.586,-1.747,2.118,-5.002,-2.575,2.40492725142
17ed_20b_10ea,2.683,-6.499,-1.804,2.664,-6.102,-1.898,2.37,-5.554,-2.707,2.4054951628499994
19ed_1b_2ea,2.711,-6.961,-2.041,2.713,-6.554,-2.145,2.464,-6.01,-2.979,2.4057358991099997
10ed_22b_12ea,2.604,-6.492,-2.093,2.615,-6.175,-2.176,2.102,-5.508,-2.966,2.40581587458
6ed_5b_4ea,2.66,-6.366,-1.888,2.677,-6.069,-2.004,2.291,-5.405,-2.762,2.40593839719
6ed_19b_4ea,2.651,-6.446,-1.999,2.655,-6.142,-2.127,2.26,-5.478,-2.865,2.40614304975
16ed_20b_7ea,2.659,-6.181,-1.26,2.7,-5.801,-1.339,2.287,-5.2,-2.229,2.4061605529799994
13ed_4b_11ea,2.596,-6.418,-2.105,2.543,-6.069,-2.226,2.072,-5.45,-2.989,2.40687522108
19ed_1b_3ea,2.712,-7.154,-2.266,2.709,-6.743,-2.367,2.463,-6.202,-3.197,2.40730849287
9ed_9b_6ea,2.658,-5.987,-1.436,2.615,-5.604,-1.537,2.28,-5.027,-2.334,2.4074595585
9ed_19b_5ea,2.62,-6.01,-1.713,2.564,-5.632,-1.807,2.149,-5.058,-2.592,2.40836353041
5ed_9b_5ea,2.681,-6.066,-1.406,2.667,-5.709,-1.516,2.355,-5.101,-2.32,2.4084521238
6ed_15b_8ea,2.702,-6.962,-2.178,2.738,-6.69,-2.333,2.424,-5.959,-3.078,2.40917110086
11ed_22b_6ea,2.562,-6.156,-1.973,2.512,-5.789,-2.044,1.95,-5.188,-2.854,2.4094032191999997
20ed_9b_8ea,2.741,-6.643,-1.937,2.771,-6.313,-2.045,2.555,-5.689,-2.798,2.4094807728
10ed_22b_4ea,2.61,-6.481,-2.105,2.617,-6.164,-2.193,2.111,-5.505,-2.984,2.40986718849
3ed_9b_8ea,2.773,-6.699,-1.848,2.838,-6.379,-1.948,2.662,-5.765,-2.746,2.40990973563
13ed_22b_11ea,2.577,-6.341,-2.093,2.549,-5.992,-2.169,1.999,-5.373,-2.975,2.4100193313599996
6ed_17b_4ea,2.696,-6.315,-1.776,2.723,-6.007,-1.88,2.401,-5.346,-2.638,2.41014508569
13ed_4b_10ea,2.606,-6.401,-2.051,2.555,-6.046,-2.165,2.096,-5.43,-2.936,2.41039686174
1ed_20b_7ea,2.669,-6.129,-1.408,2.662,-5.744,-1.487,2.309,-5.17,-2.335,2.41040009346
1ed_7b_12ea,2.652,-6.567,-2.134,2.643,-6.228,-2.243,2.25,-5.604,-3.002,2.4109461927
11ed_6b_8ea,2.62,-6.248,-2.029,2.561,-5.888,-2.138,2.141,-5.298,-2.875,2.4112351296899996
1ed_4b_12ea,2.581,-6.637,-2.342,2.545,-6.308,-2.463,2.008,-5.65,-3.224,2.4116433575699996
17ed_20b_11ea,2.687,-6.548,-1.865,2.668,-6.155,-1.965,2.365,-5.602,-2.767,2.4121444877999996
20ed_18b_1ea,2.599,-6.713,-2.346,2.549,-6.386,-2.478,2.067,-5.734,-3.248,2.4123109021799998
16ed_9b_10ea,2.696,-6.228,-1.449,2.711,-5.867,-1.545,2.394,-5.285,-2.375,2.41265773506
10ed_14b_12ea,2.649,-6.398,-1.983,2.646,-6.075,-2.084,2.234,-5.422,-2.838,2.4130484597099997
6ed_14b_4ea,2.669,-6.347,-1.859,2.685,-6.048,-1.974,2.301,-5.386,-2.734,2.4132716927399995
13ed_8b_11ea,2.638,-6.294,-1.911,2.601,-5.946,-2.037,2.196,-5.347,-2.794,2.4133384739399997
2ed_9b_11ea,2.724,-6.357,-1.511,2.747,-6.006,-1.614,2.486,-5.413,-2.433,2.41361637114
20ed_4b_8ea,2.664,-6.824,-2.325,2.668,-6.529,-2.451,2.283,-5.85,-3.201,2.41366457187
7ed_22b_4ea,2.633,-6.608,-2.074,2.668,-6.284,-2.166,2.177,-5.653,-2.986,2.41409030298
13ed_15b_10ea,2.612,-6.487,-2.155,2.557,-6.14,-2.279,2.105,-5.516,-3.037,2.41444817565
21ed_11b_12ea,2.753,-6.63,-1.845,2.794,-6.306,-1.955,2.58,-5.661,-2.725,2.41507075125
3ed_8b_8ea,2.752,-6.908,-2.155,2.814,-6.622,-2.29,2.576,-5.954,-3.04,2.4152929070399995
13ed_5b_4ea,2.603,-6.407,-2.199,2.551,-6.056,-2.308,2.072,-5.454,-3.069,2.41537072803
2ed_3b_4ea,2.6,-6.435,-2.21,2.536,-6.076,-2.324,2.061,-5.477,-3.091,2.4156782454899997
1ed_4b_4ea,2.577,-6.624,-2.381,2.526,-6.297,-2.505,1.983,-5.648,-3.267,2.41576252992
9ed_5b_5ea,2.657,-5.969,-1.542,2.614,-5.595,-1.635,2.253,-5.013,-2.425,2.41593756222
13ed_14b_4ea,2.606,-6.401,-2.187,2.554,-6.049,-2.294,2.08,-5.449,-3.055,2.4161400602999996
9ed_17b_8ea,2.657,-6.232,-1.85,2.629,-5.894,-1.951,2.252,-5.285,-2.728,2.4162965121299997
13ed_8b_10ea,2.648,-6.262,-1.842,2.614,-5.908,-1.961,2.221,-5.315,-2.727,2.4165011646899996
13ed_9b_2ea,2.684,-6.349,-1.745,2.66,-5.974,-1.846,2.342,-5.397,-2.64,2.41675940418
2ed_15b_9ea,2.687,-6.627,-1.858,2.703,-6.311,-1.982,2.352,-5.634,-2.813,2.41681083663
13ed_15b_11ea,2.609,-6.504,-2.201,2.552,-6.164,-2.329,2.088,-5.536,-3.083,2.4169093925699996
21ed_19b_12ea,2.731,-6.87,-2.139,2.75,-6.53,-2.256,2.5,-5.916,-3.035,2.41708657935
6ed_22b_5ea,2.621,-6.317,-1.631,2.672,-5.991,-1.718,2.128,-5.301,-2.563,2.41711512237
13ed_22b_10ea,2.587,-6.327,-2.048,2.56,-5.973,-2.119,2.013,-5.353,-2.932,2.4171304711200006
3ed_3b_4ea,2.616,-6.454,-2.196,2.555,-6.094,-2.309,2.111,-5.498,-3.073,2.41714905159
7ed_25b_12ea,2.646,-6.616,-2.228,2.607,-6.247,-2.346,2.212,-5.61,-3.095,2.4173044261799994
6ed_6b_9ea,2.608,-5.88,-1.582,2.596,-5.535,-1.672,2.082,-4.93,-2.53,2.41784944818
14ed_10b_4ea,2.589,-6.269,-2.059,2.549,-5.936,-2.165,2.017,-5.17,-2.916,2.4181219591799996
11ed_17b_4ea,2.591,-6.261,-2.13,2.512,-5.899,-2.245,2.022,-5.309,-3.001,2.4187544973300006
6ed_22b_9ea,2.619,-6.29,-1.679,2.668,-5.976,-1.765,2.116,-5.29,-2.614,2.41899523359
9ed_14b_5ea,2.661,-5.962,-1.529,2.62,-5.588,-1.621,2.258,-5.005,-2.411,2.4189973880699998
14ed_9b_9ea,2.656,-6.209,-1.625,2.646,-5.842,-1.72,2.241,-5.13,-2.572,2.41903131729
2ed_4b_8ea,2.716,-7.096,-2.24,2.761,-6.798,-2.373,2.443,-6.108,-3.155,2.41934206647
17ed_20b_8ea,2.673,-6.881,-2.315,2.659,-6.489,-2.414,2.297,-5.907,-3.186,2.41956206778
17ed_25b_12ea,2.629,-6.521,-2.234,2.58,-6.128,-2.35,2.148,-5.569,-3.103,2.4196452749699997
20ed_8b_1ea,2.639,-6.416,-2.092,2.614,-6.093,-2.208,2.18,-5.486,-2.983,2.4202953163499994
2ed_8b_1ea,2.646,-6.624,-2.146,2.648,-6.304,-2.263,2.203,-5.674,-3.06,2.42053497537
3ed_18b_8ea,2.71,-7.388,-2.558,2.722,-7.074,-2.714,2.419,-6.397,-3.484,2.42067500121
11ed_13b_4ea,2.569,-6.249,-2.236,2.482,-5.888,-2.351,1.942,-5.298,-3.096,2.4207703254299995
19ed_1b_8ea,2.731,-7.315,-2.514,2.746,-6.941,-2.626,2.489,-6.355,-3.41,2.4210350283599995
11ed_21b_3ea,2.611,-6.159,-1.86,2.575,-5.796,-1.932,2.082,-5.196,-2.737,2.42149037973
14ed_9b_5ea,2.69,-6.252,-1.508,2.676,-5.877,-1.616,2.349,-5.159,-2.43,2.42152861791
2ed_20b_7ea,2.69,-6.275,-1.276,2.734,-5.896,-1.355,2.348,-5.283,-2.241,2.42188756782
13ed_21b_4ea,2.588,-6.376,-2.18,2.552,-6.032,-2.27,2.001,-5.409,-3.055,2.42265151389
2ed_9b_10ea,2.732,-6.285,-1.442,2.752,-5.929,-1.54,2.485,-5.342,-2.367,2.42368447185
16ed_4b_9ea,2.648,-6.505,-1.764,2.665,-6.148,-1.881,2.2,-5.517,-2.72,2.4240391128
9ed_6b_9ea,2.62,-5.867,-1.578,2.563,-5.481,-1.674,2.105,-4.923,-2.521,2.42415732645
5ed_11b_4ea,2.629,-6.158,-1.894,2.611,-5.853,-2.009,2.134,-5.195,-2.747,2.42467057371
1ed_8b_8ea,2.667,-6.741,-2.321,2.672,-6.43,-2.451,2.262,-5.781,-3.17,2.4248434515299997
2ed_5b_12ea,2.716,-6.604,-1.95,2.743,-6.282,-2.056,2.425,-5.646,-2.831,2.42580316485
13ed_18b_7ea,2.589,-6.359,-2.071,2.515,-5.985,-2.18,1.994,-5.385,-2.983,2.4263778071099997
6ed_22b_4ea,2.631,-6.556,-1.979,2.674,-6.248,-2.081,2.135,-5.559,-2.885,2.4267389114999998
1ed_9b_5ea,2.723,-6.237,-1.497,2.707,-5.858,-1.601,2.444,-5.287,-2.423,2.42747862351
2ed_9b_9ea,2.707,-6.28,-1.44,2.73,-5.919,-1.535,2.389,-5.34,-2.409,2.4278025669599996
13ed_21b_12ea,2.605,-6.397,-2.138,2.581,-6.052,-2.223,2.042,-5.423,-3.006,2.42856651303
7ed_8b_8ea,2.766,-6.807,-2.039,2.832,-6.537,-2.185,2.585,-5.838,-2.912,2.42905337175
1ed_9b_8ea,2.717,-6.683,-2.064,2.734,-6.35,-2.168,2.418,-5.725,-2.93,2.4295294580699998
3ed_18b_10ea,2.686,-6.896,-2.052,2.692,-6.567,-2.193,2.313,-5.897,-2.999,2.4295962392699995
10ed_3b_4ea,2.585,-6.262,-2.168,2.506,-5.906,-2.284,1.97,-5.298,-3.04,2.4301380295499997
3ed_18b_11ea,2.69,-6.955,-2.107,2.699,-6.634,-2.254,2.325,-5.96,-3.054,2.43014341575
11ed_3b_4ea,2.552,-6.171,-2.237,2.457,-5.795,-2.356,1.856,-5.213,-3.117,2.43100807224
5ed_8b_1ea,2.584,-6.244,-2.128,2.542,-5.935,-2.246,1.964,-5.295,-3.013,2.43107808516
16ed_4b_11ea,2.655,-6.53,-1.806,2.669,-6.179,-1.934,2.203,-5.541,-2.746,2.4314577700199997
10ed_18b_11ea,2.619,-6.527,-2.102,2.576,-6.209,-2.238,2.081,-5.521,-2.991,2.43155848044
7ed_9b_1ea,2.683,-6.454,-1.932,2.692,-6.121,-2.027,2.297,-5.507,-2.848,2.4316985062799996
9ed_10b_1ea,2.584,-5.962,-1.942,2.496,-5.585,-2.031,1.962,-5.032,-2.819,2.43179598498
11ed_2b_4ea,2.567,-6.221,-2.222,2.475,-5.853,-2.339,1.904,-5.265,-3.096,2.4319831343100002
11ed_3b_8ea,2.567,-6.22,-2.221,2.474,-5.852,-2.339,1.904,-5.263,-3.096,2.4319831343100002
10ed_15b_9ea,2.67,-6.436,-1.897,2.651,-6.114,-2.015,2.252,-5.439,-2.809,2.43207388218
7ed_14b_12ea,2.744,-6.501,-1.816,2.777,-6.185,-1.924,2.502,-5.544,-2.69,2.43214604958
6ed_8b_10ea,2.69,-6.145,-1.497,2.715,-5.845,-1.624,2.318,-5.18,-2.402,2.4326560651199998
9ed_6b_1ea,2.582,-5.969,-1.95,2.492,-5.592,-2.04,1.952,-5.041,-2.834,2.4329581963799995
19ed_25b_12ea,2.651,-6.586,-2.232,2.605,-6.199,-2.348,2.184,-5.638,-3.105,2.4334232429099996
21ed_9b_9ea,2.717,-6.18,-1.485,2.716,-5.805,-1.577,2.407,-5.248,-2.456,2.43347790708
3ed_4b_5ea,2.697,-6.638,-1.732,2.704,-6.289,-1.865,2.339,-5.64,-2.699,2.43361362396
16ed_5b_4ea,2.688,-6.485,-1.948,2.699,-6.149,-2.051,2.308,-5.532,-2.834,2.4338182765200003
9ed_11b_5ea,2.707,-5.872,-1.28,2.672,-5.503,-1.391,2.372,-4.903,-2.181,2.4339047154299998
16ed_4b_10ea,2.658,-6.493,-1.752,2.673,-6.139,-1.874,2.206,-5.502,-2.694,2.43402185184
11ed_7b_4ea,2.593,-6.285,-2.191,2.511,-5.927,-2.306,1.986,-5.329,-3.06,2.43410398179
13ed_22b_3ea,2.589,-6.405,-2.193,2.558,-6.055,-2.261,1.971,-5.438,-3.081,2.43463365504
11ed_2b_8ea,2.595,-6.293,-2.192,2.513,-5.935,-2.308,1.991,-5.337,-3.062,2.43473651994
13ed_15b_1ea,2.593,-6.554,-2.376,2.521,-6.213,-2.498,1.984,-5.595,-3.276,2.4348218816099996
10ed_18b_3ea,2.615,-6.675,-2.259,2.572,-6.352,-2.389,2.057,-5.669,-3.164,2.43531870288
13ed_3b_4ea,2.593,-6.332,-2.238,2.512,-5.96,-2.357,1.981,-5.372,-3.126,2.4358987313399996
1ed_22b_4ea,2.602,-6.536,-2.278,2.588,-6.207,-2.357,2.011,-5.563,-3.149,2.4360530286899995
2ed_15b_5ea,2.721,-6.726,-1.808,2.731,-6.393,-1.949,2.413,-5.716,-2.767,2.43617878302
21ed_9b_5ea,2.791,-6.244,-1.307,2.785,-5.844,-1.411,2.648,-5.294,-2.257,2.43678062367
2ed_9b_2ea,2.754,-6.418,-1.471,2.793,-6.059,-1.564,2.522,-5.464,-2.408,2.43710348988
16ed_3b_4ea,2.599,-6.344,-2.202,2.53,-5.984,-2.318,1.997,-5.388,-3.086,2.43743739588
3ed_3b_8ea,2.683,-6.595,-2.144,2.653,-6.247,-2.255,2.28,-5.634,-3.026,2.4378006547499997
11ed_21b_2ea,2.631,-6.084,-1.736,2.596,-5.719,-1.809,2.104,-5.121,-2.622,2.4378663587099996
11ed_22b_7ea,2.6,-6.088,-1.816,2.554,-5.711,-1.881,1.998,-5.115,-2.709,2.43829208982
5ed_24b_12ea,2.581,-6.231,-2.213,2.531,-5.896,-2.325,1.933,-5.237,-3.063,2.4385646008199995
6ed_8b_2ea,2.712,-6.258,-1.545,2.753,-5.957,-1.67,2.375,-5.288,-2.45,2.43889608495
9ed_19b_3ea,2.631,-6.159,-1.943,2.575,-5.795,-2.029,2.101,-5.22,-2.816,2.4389432084399996
3ed_18b_6ea,2.697,-7.033,-2.108,2.7,-6.686,-2.249,2.323,-6.026,-3.072,2.4393568225199997
16ed_8b_3ea,2.705,-6.584,-1.905,2.732,-6.241,-2.022,2.35,-5.624,-2.816,2.43937432575
16ed_18b_2ea,2.639,-6.64,-2.017,2.63,-6.26,-2.149,2.125,-5.643,-2.96,2.4400375613999996
16ed_14b_12ea,2.694,-6.513,-1.949,2.712,-6.174,-2.054,2.31,-5.551,-2.831,2.4403822398
13ed_4b_2ea,2.624,-6.437,-2.108,2.569,-6.086,-2.224,2.073,-5.468,-3.006,2.4404982989699997
10ed_18b_9ea,2.633,-6.497,-2.033,2.595,-6.168,-2.156,2.102,-5.495,-2.937,2.44101154623
1ed_3b_4ea,2.615,-6.39,-2.22,2.542,-6.028,-2.337,2.035,-5.431,-3.106,2.4432156009
5ed_22b_4ea,2.577,-6.288,-2.146,2.563,-5.986,-2.236,1.906,-5.313,-3.027,2.44340167299
20ed_9b_1ea,2.682,-6.316,-1.887,2.652,-5.958,-1.979,2.26,-5.393,-2.794,2.4437660091
11ed_10b_1ea,2.609,-6.073,-1.989,2.519,-5.69,-2.084,2.013,-5.143,-2.872,2.44383063582
3ed_18b_7ea,2.696,-6.771,-1.829,2.697,-6.407,-1.957,2.307,-5.763,-2.804,2.44388637723
20ed_15b_9ea,2.693,-6.508,-1.917,2.676,-6.183,-2.037,2.296,-5.518,-2.838,2.4441938946899997
10ed_18b_10ea,2.633,-6.503,-2.046,2.591,-6.178,-2.175,2.093,-5.491,-2.936,2.44424209542
9ed_21b_6ea,2.641,-6.032,-1.633,2.616,-5.67,-1.702,2.119,-5.063,-2.531,2.44461854856
17ed_3b_4ea,2.662,-6.597,-2.231,2.594,-6.2,-2.349,2.189,-5.649,-3.127,2.4449785757099995
3ed_11b_4ea,2.768,-6.456,-1.762,2.805,-6.149,-1.872,2.545,-5.496,-2.644,2.44583865585
6ed_6b_8ea,2.75,-6.236,-1.656,2.782,-5.926,-1.753,2.484,-5.287,-2.512,2.44588901106
16ed_3b_8ea,2.636,-6.433,-2.143,2.59,-6.081,-2.256,2.098,-5.475,-3.031,2.44608827742
16ed_2b_4ea,2.636,-6.433,-2.143,2.59,-6.081,-2.256,2.097,-5.475,-3.03,2.44644722733
2ed_18b_3ea,2.699,-7.045,-2.217,2.714,-6.709,-2.347,2.31,-6.041,-3.154,2.44645045905
7ed_8b_3ea,2.752,-6.618,-1.839,2.796,-6.308,-1.966,2.489,-5.65,-2.746,2.44652154921
17ed_20b_3ea,2.708,-6.753,-2.069,2.684,-6.339,-2.159,2.34,-5.787,-2.977,2.4466047564
21ed_3b_8ea,2.703,-6.573,-2.068,2.661,-6.203,-2.182,2.323,-5.632,-2.963,2.4466386856199995
21ed_2b_4ea,2.703,-6.573,-2.068,2.661,-6.203,-2.182,2.323,-5.632,-2.963,2.4466386856199995
16ed_4b_2ea,2.672,-6.582,-1.8,2.692,-6.219,-1.924,2.218,-5.588,-2.755,2.44670546682
7ed_13b_4ea,2.713,-6.517,-2.031,2.707,-6.196,-2.141,2.356,-5.554,-2.902,2.44692977709
