Name,"CAM-B3LYP/6-311G(d,p)","HOMO CAM-B3LYP/6-311G(d,p)","LUMO CAM-B3LYP/6-311G(d,p)","bhandhlyp/6-311G(d,p)","HOMO bhandhlyp/6-311G(d,p)","LUMO bhandhlyp/6-311G(d,p)","PBE1PBE/6-311G(d,p)","HOMO PBE1PBE/6-311G(d,p)","LUMO PBE1PBE/6-311G(d,p)",LSF
19ed_3b_4ea,2.685,-6.68,-2.227,2.624,-6.292,-2.346,2.258,-5.735,-3.123,2.44812484047
11ed_7b_8ea,2.651,-6.398,-2.144,2.595,-6.055,-2.256,2.143,-5.44,-3.005,2.4481401892199997
3ed_12b_12ea,2.748,-6.6,-1.907,2.778,-6.266,-2.004,2.469,-5.618,-2.788,2.44884597201
3ed_9b_3ea,2.789,-6.686,-1.739,2.829,-6.324,-1.831,2.607,-5.734,-2.672,2.44907028228
10ed_2b_4ea,2.64,-6.36,-2.108,2.582,-6.018,-2.222,2.103,-5.393,-2.98,2.4491481032699998
10ed_3b_8ea,2.64,-6.36,-2.108,2.582,-6.017,-2.222,2.103,-5.393,-2.979,2.4491481032699998
11ed_21b_1ea,2.607,-6.176,-2.001,2.555,-5.816,-2.083,1.991,-5.218,-2.899,2.44930024614
10ed_15b_5ea,2.699,-6.486,-1.85,2.669,-6.155,-1.986,2.302,-5.48,-2.76,2.4493220583299995
10ed_9b_1ea,2.668,-6.304,-1.883,2.636,-5.949,-1.976,2.196,-5.363,-2.794,2.44974778944
13ed_10b_8ea,2.695,-6.402,-1.997,2.66,-6.046,-2.104,2.287,-5.453,-2.858,2.44985173158
16ed_4b_1ea,2.656,-6.626,-2.035,2.661,-6.263,-2.151,2.151,-5.64,-2.981,2.45133680919
13ed_15b_2ea,2.636,-6.523,-2.211,2.577,-6.181,-2.336,2.082,-5.556,-3.109,2.4518314759799997
13ed_25b_12ea,2.612,-6.299,-2.231,2.556,-5.928,-2.346,1.999,-5.33,-3.096,2.4524968661099997
3ed_20b_6ea,2.745,-6.623,-1.587,2.795,-6.264,-1.682,2.448,-5.624,-2.537,2.45274298857
9ed_3b_5ea,2.659,-5.947,-1.561,2.587,-5.561,-1.675,2.157,-4.981,-2.486,2.4528240412799995
11ed_14b_9ea,2.66,-6.073,-1.726,2.617,-5.699,-1.817,2.16,-5.113,-2.638,2.4529608354
16ed_14b_4ea,2.695,-6.497,-1.986,2.698,-6.157,-2.095,2.278,-5.541,-2.879,2.4530822807699995
11ed_15b_7ea,2.654,-6.209,-1.839,2.58,-5.838,-1.958,2.139,-5.237,-2.733,2.45321692041
9ed_3b_9ea,2.628,-5.947,-1.699,2.562,-5.564,-1.801,2.051,-4.983,-2.652,2.45324977239
16ed_22b_9ea,2.66,-6.419,-1.782,2.699,-6.066,-1.859,2.159,-5.43,-2.724,2.45331978531
16ed_19b_4ea,2.681,-6.579,-2.108,2.672,-6.227,-2.23,2.23,-5.616,-2.995,2.45332086255
20ed_3b_8ea,2.655,-6.398,-2.109,2.598,-6.051,-2.224,2.142,-5.439,-2.985,2.4533537145299995
20ed_11b_4ea,2.726,-6.325,-1.811,2.724,-6.009,-1.926,2.382,-5.365,-2.677,2.4533744494799996
10ed_21b_12ea,2.672,-6.412,-1.958,2.686,-6.1,-2.047,2.199,-5.422,-2.823,2.45352551511
9ed_2b_5ea,2.675,-5.947,-1.496,2.609,-5.564,-1.606,2.209,-4.984,-2.418,2.4535769475599993
20ed_2b_4ea,2.655,-6.397,-2.109,2.598,-6.051,-2.223,2.141,-5.439,-2.985,2.4537126644399994
17ed_20b_2ea,2.729,-6.623,-1.857,2.711,-6.212,-1.951,2.391,-5.662,-2.774,2.45378483184
11ed_10b_5ea,2.716,-5.971,-1.413,2.652,-5.574,-1.528,2.347,-5.02,-2.321,2.45380125783
5ed_18b_11ea,2.57,-6.295,-2.152,2.504,-5.986,-2.289,1.853,-5.301,-3.041,2.4539305112699994
1ed_25b_12ea,2.621,-6.339,-2.225,2.568,-5.978,-2.339,2.025,-5.37,-3.088,2.4540869631
13ed_21b_9ea,2.656,-6.256,-1.845,2.64,-5.9,-1.916,2.143,-5.278,-2.749,2.45420840847
3ed_14b_12ea,2.776,-6.627,-1.876,2.808,-6.299,-1.98,2.547,-5.675,-2.762,2.4548299068299997
13ed_18b_2ea,2.609,-6.477,-2.281,2.529,-6.121,-2.399,1.98,-5.514,-3.174,2.45567598285
21ed_8b_9ea,2.735,-6.397,-1.694,2.745,-6.063,-1.807,2.405,-5.445,-2.654,2.4560413962
6ed_15b_1ea,2.702,-6.671,-2.003,2.714,-6.379,-2.134,2.293,-5.681,-2.929,2.4561935390699996
9ed_19b_11ea,2.663,-6.061,-1.765,2.608,-5.698,-1.861,2.16,-5.112,-2.632,2.4566017669499995
2ed_4b_9ea,2.716,-6.667,-1.765,2.748,-6.341,-1.884,2.339,-5.669,-2.722,2.45667285711
6ed_10b_1ea,2.644,-6.012,-1.85,2.599,-5.677,-1.938,2.095,-5.085,-2.721,2.45687427795
11ed_5b_9ea,2.664,-6.081,-1.732,2.619,-5.708,-1.824,2.162,-5.121,-2.645,2.4570975109799997
6ed_8b_11ea,2.722,-6.239,-1.544,2.747,-5.944,-1.678,2.358,-5.269,-2.45,2.4571346719199996
16ed_17b_4ea,2.72,-6.484,-1.924,2.724,-6.142,-2.029,2.351,-5.521,-2.812,2.45722003359
13ed_13b_4ea,2.648,-6.434,-2.205,2.588,-6.078,-2.315,2.107,-5.477,-3.077,2.45742145443
2ed_20b_2ea,2.741,-6.441,-1.443,2.799,-6.091,-1.53,2.421,-5.454,-2.395,2.45758006074
20ed_25b_12ea,2.602,-6.24,-2.202,2.541,-5.883,-2.316,1.951,-5.272,-3.058,2.45759002329
1ed_18b_5ea,2.613,-6.532,-2.21,2.547,-6.183,-2.338,1.988,-5.54,-3.122,2.4576589589699998
2ed_3b_8ea,2.671,-6.541,-2.149,2.631,-6.197,-2.263,2.184,-5.577,-3.039,2.4576961199099996
10ed_5b_12ea,2.703,-6.447,-1.964,2.7,-6.123,-2.07,2.29,-5.468,-2.825,2.4584840326499995
9ed_5b_3ea,2.676,-6.12,-1.777,2.635,-5.759,-1.859,2.198,-5.174,-2.656,2.4587390404200002
16ed_22b_5ea,2.667,-6.44,-1.745,2.707,-6.071,-1.821,2.167,-5.44,-2.686,2.4589436929799997
19ed_20b_9ea,2.76,-6.637,-1.77,2.757,-6.245,-1.86,2.481,-5.686,-2.7,2.4591022992899996
10ed_17b_4ea,2.703,-6.363,-1.941,2.675,-6.028,-2.049,2.288,-5.403,-2.812,2.4592019324699996
13ed_6b_8ea,2.698,-6.414,-2.014,2.661,-6.059,-2.121,2.271,-5.463,-2.879,2.45923586169
10ed_21b_4ea,2.67,-6.375,-1.978,2.675,-6.064,-2.071,2.175,-5.397,-2.855,2.4597130252499997
5ed_15b_5ea,2.643,-6.299,-1.93,2.598,-5.988,-2.068,2.083,-5.307,-2.834,2.4599680330199996
20ed_22b_4ea,2.672,-6.579,-2.113,2.679,-6.258,-2.202,2.179,-5.605,-3.002,2.46070451331
14ed_18b_12ea,2.397,-6.258,-2.695,2.341,-5.924,-2.829,1.249,-5.147,-3.553,2.46077587086
19ed_20b_10ea,2.773,-6.632,-1.758,2.77,-6.245,-1.854,2.52,-5.687,-2.671,2.46088062285
21ed_1b_1ea,2.773,-6.93,-2.041,2.782,-6.552,-2.142,2.518,-5.99,-2.982,2.46159852267
6ed_10b_8ea,2.76,-6.234,-1.677,2.787,-5.92,-1.772,2.474,-5.284,-2.528,2.4616149486599994
1ed_4b_8ea,2.637,-6.76,-2.454,2.605,-6.446,-2.576,2.058,-5.786,-3.339,2.4616599176699996
13ed_4b_1ea,2.624,-6.471,-2.234,2.556,-6.122,-2.349,2.013,-5.51,-3.142,2.46203529357
11ed_6b_9ea,2.669,-5.984,-1.621,2.613,-5.595,-1.721,2.165,-5.035,-2.566,2.4620888804999996
14ed_6b_4ea,2.62,-6.271,-2.071,2.579,-5.94,-2.178,1.999,-5.17,-2.936,2.4622060169099997
11ed_13b_8ea,2.647,-6.353,-2.181,2.579,-6.005,-2.29,2.09,-5.4,-3.034,2.4623099590499997
9ed_23b_8ea,2.679,-6.118,-1.784,2.63,-5.76,-1.877,2.198,-5.173,-2.666,2.46237997197
5ed_18b_10ea,2.579,-6.275,-2.111,2.514,-5.963,-2.242,1.859,-5.277,-3.0,2.46269960646
7ed_8b_11ea,2.747,-6.398,-1.642,2.777,-6.099,-1.777,2.427,-5.43,-2.555,2.4627082243799996
16ed_15b_8ea,2.732,-7.026,-2.28,2.753,-6.666,-2.422,2.376,-6.024,-3.196,2.4628100120400003
13ed_19b_8ea,2.631,-6.521,-2.359,2.573,-6.178,-2.466,2.034,-5.566,-3.222,2.4629928524099998
5ed_18b_3ea,2.584,-6.402,-2.283,2.519,-6.09,-2.408,1.875,-5.423,-3.173,2.46302462715
2ed_14b_4ea,2.74,-6.607,-1.98,2.753,-6.286,-2.09,2.402,-5.65,-2.874,2.4631864651799997
14ed_2b_12ea,2.592,-6.299,-2.195,2.572,-5.969,-2.307,1.901,-5.192,-3.054,2.4634010802899997
2ed_4b_11ea,2.726,-6.706,-1.808,2.758,-6.394,-1.938,2.354,-5.711,-2.749,2.46342504696
2ed_2b_4ea,2.679,-6.536,-2.139,2.641,-6.192,-2.25,2.194,-5.572,-3.026,2.4638157716099998
13ed_10b_9ea,2.692,-6.058,-1.598,2.648,-5.669,-1.696,2.237,-5.121,-2.551,2.46415829553
11ed_11b_8ea,2.701,-6.308,-1.924,2.659,-5.967,-2.044,2.265,-5.343,-2.77,2.4650304927
2ed_8b_3ea,2.759,-6.716,-1.926,2.795,-6.39,-2.044,2.461,-5.752,-2.84,2.46506765364
6ed_21b_4ea,2.701,-6.413,-1.769,2.746,-6.109,-1.871,2.264,-5.421,-2.666,2.46538944261
2ed_5b_4ea,2.744,-6.62,-1.985,2.758,-6.3,-2.095,2.409,-5.664,-2.881,2.4655283912100003
16ed_7b_4ea,2.716,-6.551,-1.994,2.716,-6.211,-2.102,2.314,-5.588,-2.891,2.46564660486
16ed_2b_8ea,2.716,-6.551,-1.994,2.716,-6.211,-2.102,2.314,-5.588,-2.891,2.46564660486
2ed_22b_5ea,2.69,-6.489,-1.689,2.735,-6.134,-1.765,2.226,-5.479,-2.633,2.46567945684
3ed_2b_4ea,2.705,-6.621,-2.149,2.671,-6.274,-2.263,2.276,-5.654,-3.039,2.46593661909
2ed_4b_10ea,2.727,-6.659,-1.752,2.758,-6.338,-1.876,2.35,-5.66,-2.694,2.4660744904499996
10ed_25b_12ea,2.599,-6.201,-2.199,2.537,-5.849,-2.314,1.917,-5.225,-3.054,2.46615338868
20ed_22b_9ea,2.677,-6.354,-1.821,2.69,-6.019,-1.893,2.179,-5.368,-2.732,2.46677273256
10ed_9b_3ea,2.781,-6.272,-1.5,2.783,-5.908,-1.595,2.53,-5.324,-2.396,2.46700027455
9ed_19b_10ea,2.683,-6.044,-1.694,2.633,-5.676,-1.782,2.197,-5.091,-2.562,2.4675934972799998
2ed_4b_3ea,2.741,-6.941,-1.983,2.777,-6.616,-2.106,2.393,-5.942,-2.933,2.46763065822
20ed_9b_3ea,2.789,-6.451,-1.669,2.793,-6.084,-1.765,2.554,-5.506,-2.565,2.46809462751
9ed_8b_6ea,2.681,-6.049,-1.638,2.632,-5.685,-1.752,2.188,-5.094,-2.535,2.46839675877
2ed_15b_8ea,2.797,-7.276,-2.321,2.837,-6.985,-2.466,2.58,-6.279,-3.245,2.46847108065
16ed_25b_12ea,2.64,-6.395,-2.221,2.591,-6.031,-2.336,2.049,-5.412,-3.088,2.4685313984099997
20ed_17b_4ea,2.725,-6.42,-1.954,2.7,-6.081,-2.063,2.336,-5.466,-2.831,2.46867250149
3ed_5b_12ea,2.787,-6.678,-1.918,2.818,-6.354,-2.025,2.544,-5.721,-2.807,2.46925683891
20ed_18b_11ea,2.674,-6.598,-2.087,2.634,-6.276,-2.223,2.161,-5.601,-2.985,2.46959289939
21ed_20b_5ea,2.792,-6.452,-1.449,2.799,-6.054,-1.546,2.559,-5.466,-2.398,2.4699408095099997
20ed_18b_10ea,2.674,-6.581,-2.051,2.635,-6.253,-2.182,2.159,-5.579,-2.95,2.47031079921
20ed_14b_12ea,2.73,-6.499,-1.959,2.73,-6.171,-2.065,2.348,-5.528,-2.826,2.47043332182
14ed_8b_4ea,2.535,-6.294,-2.345,2.521,-5.967,-2.479,1.687,-5.192,-3.204,2.47103866158
19ed_8b_5ea,2.794,-6.669,-1.823,2.788,-6.304,-1.955,2.56,-5.708,-2.756,2.4720091472999997
9ed_10b_3ea,2.711,-5.921,-1.471,2.653,-5.537,-1.565,2.279,-4.979,-2.372,2.4721416324599996
16ed_13b_4ea,2.696,-6.507,-2.103,2.669,-6.16,-2.211,2.228,-5.553,-2.987,2.47224342012
6ed_4b_6ea,2.707,-6.45,-1.546,2.743,-6.148,-1.686,2.264,-5.422,-2.499,2.4726713057099996
14ed_1b_7ea,2.674,-6.164,-1.575,2.668,-5.819,-1.664,2.151,-5.054,-2.521,2.4731823984899997
11ed_3b_9ea,2.67,-6.097,-1.738,2.606,-5.709,-1.844,2.137,-5.125,-2.693,2.47335312183
9ed_9b_7ea,2.757,-5.837,-1.085,2.72,-5.438,-1.175,2.43,-4.873,-1.996,2.47376781315
19ed_20b_11ea,2.791,-6.691,-1.81,2.788,-6.312,-1.912,2.543,-5.748,-2.722,2.4744703642199997
9ed_2b_9ea,2.659,-5.973,-1.66,2.602,-5.596,-1.759,2.095,-5.009,-2.612,2.4750789356999996
7ed_9b_11ea,2.793,-6.351,-1.455,2.821,-6.018,-1.566,2.548,-5.388,-2.372,2.4751029023699997
17ed_20b_6ea,2.759,-6.597,-1.764,2.737,-6.181,-1.857,2.432,-5.635,-2.687,2.47547720103
11ed_19b_5ea,2.683,-6.146,-1.807,2.617,-5.764,-1.907,2.175,-5.183,-2.687,2.4754903952999996
6ed_15b_10ea,2.746,-6.515,-1.626,2.767,-6.222,-1.773,2.388,-5.507,-2.563,2.4754936270199996
2ed_19b_4ea,2.746,-6.726,-2.103,2.75,-6.399,-2.225,2.388,-5.758,-2.992,2.4754936270199996
20ed_15b_5ea,2.737,-6.566,-1.869,2.707,-6.232,-2.007,2.357,-5.566,-2.788,2.47569827958
2ed_22b_9ea,2.7,-6.515,-1.784,2.747,-6.183,-1.861,2.23,-5.521,-2.727,2.4763800956999997
19ed_4b_12ea,2.752,-7.141,-2.376,2.744,-6.789,-2.501,2.405,-6.175,-3.283,2.4766733416499997
11ed_6b_5ea,2.735,-6.003,-1.436,2.67,-5.608,-1.55,2.347,-5.049,-2.348,2.4768604909799996
20ed_4b_9ea,2.712,-6.415,-1.803,2.695,-6.085,-1.915,2.269,-5.422,-2.725,2.47694477541
19ed_9b_8ea,2.844,-7.072,-2.149,2.862,-6.71,-2.258,2.715,-6.124,-3.047,2.4770541037499996
14ed_24b_12ea,2.604,-6.263,-2.225,2.564,-5.929,-2.337,1.902,-5.154,-3.083,2.47760585658
9ed_3b_11ea,2.69,-5.995,-1.582,2.619,-5.616,-1.696,2.192,-5.03,-2.486,2.4778837537799996
10ed_24b_8ea,2.689,-6.398,-2.091,2.637,-6.049,-2.202,2.187,-5.428,-2.951,2.47846485948
7ed_8b_10ea,2.76,-6.344,-1.579,2.788,-6.041,-1.709,2.427,-5.374,-2.495,2.4784855944299995
5ed_2b_4ea,2.621,-6.172,-2.079,2.558,-5.849,-2.187,1.957,-5.203,-2.943,2.4784955569799996
13ed_22b_2ea,2.642,-6.354,-2.044,2.613,-6.002,-2.115,2.028,-5.377,-2.943,2.47849663422
19ed_9b_5ea,2.826,-6.459,-1.511,2.812,-6.059,-1.619,2.649,-5.51,-2.453,2.4788992085099997
11ed_5b_5ea,2.718,-6.1,-1.631,2.665,-5.721,-1.73,2.283,-5.136,-2.512,2.47920133977
9ed_5b_11ea,2.714,-6.019,-1.581,2.672,-5.66,-1.675,2.269,-5.067,-2.457,2.4793720631099996
5ed_22b_9ea,2.634,-6.135,-1.834,2.634,-5.821,-1.905,1.998,-5.146,-2.737,2.47955598072
1ed_8b_1ea,2.663,-6.471,-2.18,2.623,-6.139,-2.296,2.096,-5.529,-3.084,2.4795745611899997
17ed_20b_7ea,2.774,-6.382,-1.463,2.755,-5.953,-1.543,2.471,-5.426,-2.4,2.47968281229
2ed_4b_2ea,2.75,-6.794,-1.799,2.79,-6.472,-1.926,2.389,-5.79,-2.756,2.47998925251
10ed_18b_6ea,2.66,-6.575,-2.071,2.613,-6.244,-2.202,2.084,-5.556,-2.982,2.48024102856
9ed_14b_11ea,2.721,-6.044,-1.577,2.682,-5.682,-1.667,2.29,-5.086,-2.447,2.48032962195
7ed_9b_10ea,2.795,-6.276,-1.389,2.82,-5.937,-1.494,2.54,-5.314,-2.309,2.4804017893499997
1ed_14b_12ea,2.696,-6.521,-2.097,2.688,-6.187,-2.199,2.204,-5.541,-2.971,2.48085821796
11ed_14b_5ea,2.722,-6.095,-1.615,2.67,-5.715,-1.713,2.291,-5.13,-2.496,2.4811843158899998
1ed_11b_4ea,2.724,-6.395,-1.927,2.709,-6.067,-2.042,2.297,-5.437,-2.805,2.48145790413
21ed_5b_12ea,2.818,-6.813,-1.974,2.843,-6.468,-2.077,2.612,-5.864,-2.873,2.48247120438
9ed_3b_2ea,2.688,-5.985,-1.592,2.617,-5.604,-1.698,2.172,-5.025,-2.509,2.48263546428
11ed_11b_1ea,2.662,-6.12,-1.917,2.592,-5.759,-2.018,2.084,-5.173,-2.798,2.48266831626
10ed_22b_5ea,2.689,-6.325,-1.752,2.698,-5.987,-1.825,2.175,-5.322,-2.655,2.4827722584
5ed_22b_5ea,2.634,-6.141,-1.824,2.628,-5.824,-1.898,1.989,-5.149,-2.722,2.4827865299099994
20ed_8b_3ea,2.762,-6.533,-1.911,2.765,-6.204,-2.03,2.42,-5.581,-2.798,2.4834255315
7ed_2b_8ea,2.786,-6.581,-1.905,2.813,-6.273,-2.01,2.501,-5.606,-2.786,2.4834780411899997
5ed_15b_3ea,2.655,-6.473,-2.171,2.619,-6.173,-2.299,2.058,-5.495,-3.07,2.4835055069699994
7ed_15b_9ea,2.761,-6.572,-1.728,2.774,-6.264,-1.86,2.416,-5.573,-2.693,2.48364768729
2ed_17b_4ea,2.782,-6.564,-1.89,2.796,-6.229,-1.993,2.486,-5.596,-2.78,2.4840077144399997
16ed_22b_4ea,2.691,-6.657,-2.066,2.719,-6.286,-2.161,2.178,-5.666,-2.984,2.4841226963699996
TPA2_9b_3ea,2.754,-6.393,-1.739,2.751,-6.048,-1.837,2.391,-5.429,-2.63,2.48412592809
1ed_15b_9ea,2.694,-6.537,-2.042,2.663,-6.203,-2.159,2.188,-5.549,-2.966,2.4841741288199994
6ed_15b_11ea,2.757,-6.555,-1.673,2.779,-6.269,-1.824,2.401,-5.551,-2.607,2.48417736054
9ed_5b_10ea,2.727,-6.001,-1.516,2.688,-5.635,-1.604,2.299,-5.044,-2.392,2.48438093586
9ed_23b_12ea,2.656,-6.08,-1.917,2.591,-5.711,-2.018,2.058,-5.128,-2.784,2.48471915082
19ed_14b_12ea,2.812,-6.902,-2.109,2.824,-6.545,-2.216,2.585,-5.956,-2.996,2.4848809888499996
3ed_8b_3ea,2.806,-6.798,-1.935,2.847,-6.473,-2.056,2.564,-5.836,-2.853,2.48513707386
21ed_13b_4ea,2.78,-6.685,-2.044,2.756,-6.322,-2.156,2.476,-5.745,-2.939,2.4851699258399997
6ed_22b_10ea,2.694,-6.391,-1.641,2.754,-6.079,-1.728,2.185,-5.38,-2.575,2.48525097855
7ed_10b_1ea,2.71,-6.138,-1.848,2.674,-5.79,-1.933,2.239,-5.213,-2.723,2.48528598501
11ed_3b_5ea,2.708,-6.089,-1.611,2.634,-5.699,-1.729,2.232,-5.117,-2.537,2.48537134668
13ed_17b_4ea,2.687,-6.444,-2.12,2.629,-6.089,-2.235,2.16,-5.484,-3.011,2.4857292193499996
7ed_17b_4ea,2.787,-6.526,-1.889,2.807,-6.209,-1.998,2.498,-5.549,-2.77,2.4857685347699996
6ed_22b_11ea,2.697,-6.431,-1.681,2.758,-6.125,-1.773,2.193,-5.421,-2.614,2.48602031082
2ed_18b_2ea,2.736,-6.899,-2.01,2.754,-6.566,-2.142,2.324,-5.887,-2.957,2.48632998276
6ed_4b_7ea,2.718,-6.256,-1.311,2.755,-5.943,-1.441,2.263,-5.225,-2.276,2.48638033797
16ed_8b_11ea,2.747,-6.395,-1.691,2.761,-6.069,-1.818,2.361,-5.438,-2.608,2.4863989184399995
17ed_22b_12ea,2.692,-6.838,-2.336,2.68,-6.445,-2.416,2.175,-5.849,-3.222,2.48641318995
9ed_10b_11ea,2.732,-5.896,-1.401,2.669,-5.516,-1.508,2.31,-4.95,-2.293,2.4865007061
9ed_14b_1ea,2.646,-6.071,-1.927,2.579,-5.711,-2.017,2.018,-5.13,-2.824,2.4869407087199997
5ed_17b_4ea,2.679,-6.254,-1.975,2.641,-5.937,-2.086,2.129,-5.292,-2.849,2.4871475157599994
10ed_13b_4ea,2.708,-6.437,-2.078,2.666,-6.103,-2.189,2.227,-5.473,-2.947,2.48716609623
6ed_15b_3ea,2.766,-6.795,-1.871,2.792,-6.498,-2.016,2.423,-5.785,-2.814,2.48720325717
5ed_8b_3ea,2.689,-6.334,-1.962,2.675,-6.023,-2.083,2.162,-5.367,-2.84,2.4874386072299997
9ed_25b_12ea,2.579,-6.022,-2.214,2.506,-5.653,-2.327,1.79,-5.061,-3.07,2.4874671502500005
9ed_14b_10ea,2.732,-6.001,-1.506,2.694,-5.635,-1.592,2.307,-5.044,-2.381,2.48757755583
9ed_5b_1ea,2.646,-6.077,-1.934,2.577,-5.717,-2.025,2.016,-5.137,-2.833,2.4876586085399994
9ed_3b_10ea,2.707,-5.972,-1.514,2.638,-5.59,-1.623,2.222,-5.006,-2.423,2.4877472019299995
TPA2_9b_1ea,2.679,-6.304,-1.938,2.64,-5.963,-2.034,2.127,-5.349,-2.853,2.48786541558
13ed_10b_5ea,2.771,-6.069,-1.391,2.717,-5.671,-1.504,2.437,-5.126,-2.319,2.48824617768
7ed_14b_4ea,2.795,-6.525,-1.829,2.815,-6.212,-1.94,2.518,-5.571,-2.72,2.48829868737
6ed_25b_4ea,2.609,-6.174,-2.194,2.525,-5.843,-2.311,1.889,-5.201,-3.062,2.4883404246599996
10ed_8b_3ea,2.757,-6.36,-1.751,2.758,-6.033,-1.871,2.388,-5.4,-2.64,2.48884370937
9ed_14b_3ea,2.718,-6.043,-1.616,2.679,-5.679,-1.698,2.256,-5.092,-2.503,2.48889298734
13ed_10b_1ea,2.682,-6.219,-1.979,2.604,-5.837,-2.073,2.133,-5.293,-2.877,2.4893526476699996
5ed_18b_6ea,2.605,-6.321,-2.127,2.535,-6.003,-2.26,1.871,-5.325,-3.034,2.48994694764
1ed_18b_1ea,2.621,-6.665,-2.455,2.542,-6.327,-2.584,1.925,-5.689,-3.364,2.4899819540999997
7ed_5b_4ea,2.797,-6.548,-1.848,2.824,-6.241,-1.955,2.52,-5.591,-2.733,2.49000807525
11ed_19b_1ea,2.637,-6.251,-2.167,2.546,-5.881,-2.268,1.979,-5.303,-3.042,2.4900169605599998
2ed_2b_8ea,2.769,-6.675,-2.008,2.777,-6.348,-2.118,2.424,-5.706,-2.909,2.49048523881
2ed_13b_4ea,2.741,-6.629,-2.116,2.72,-6.293,-2.225,2.329,-5.67,-3.003,2.49060345246
7ed_8b_2ea,2.795,-6.465,-1.616,2.84,-6.159,-1.743,2.511,-5.492,-2.533,2.4908113367399998
21ed_10b_1ea,2.738,-6.222,-1.836,2.684,-5.837,-1.925,2.316,-5.329,-2.733,2.49162886974
9ed_11b_3ea,2.728,-6.015,-1.562,2.69,-5.657,-1.659,2.282,-5.061,-2.454,2.49169672818
11ed_17b_8ea,2.715,-6.338,-1.947,2.669,-5.993,-2.056,2.238,-5.377,-2.826,2.4917131541699997
9ed_14b_9ea,2.73,-6.005,-1.503,2.695,-5.637,-1.584,2.287,-5.05,-2.409,2.4923292663299996
9ed_10b_10ea,2.75,-5.873,-1.306,2.691,-5.487,-1.409,2.353,-4.924,-2.201,2.4929114492699997
20ed_13b_4ea,2.727,-6.49,-2.084,2.687,-6.151,-2.196,2.275,-5.533,-2.958,2.4929957337
6ed_22b_8ea,2.727,-6.73,-1.961,2.794,-6.431,-2.054,2.275,-5.715,-2.867,2.4929957337
21ed_15b_12ea,2.791,-7.142,-2.315,2.797,-6.807,-2.445,2.491,-6.172,-3.236,2.49313575954
21ed_12b_12ea,2.827,-6.662,-1.777,2.853,-6.305,-1.874,2.612,-5.685,-2.678,2.49339399903
11ed_6b_1ea,2.652,-6.102,-1.991,2.559,-5.72,-2.087,2.02,-5.164,-2.884,2.493504672
7ed_15b_5ea,2.784,-6.671,-1.69,2.786,-6.344,-1.843,2.464,-5.653,-2.659,2.4943319001599997
6ed_6b_1ea,2.677,-6.062,-1.866,2.63,-5.73,-1.954,2.101,-5.127,-2.745,2.49477082554
20ed_9b_11ea,2.806,-6.199,-1.429,2.795,-5.847,-1.538,2.537,-5.262,-2.329,2.49482872143
2ed_7b_4ea,2.772,-6.681,-2.013,2.779,-6.354,-2.122,2.422,-5.711,-2.914,2.4948440701799997
17ed_14b_12ea,2.769,-6.803,-2.131,2.767,-6.417,-2.234,2.411,-5.826,-3.02,2.49515158764
16ed_15b_10ea,2.762,-6.633,-1.747,2.774,-6.292,-1.88,2.386,-5.639,-2.696,2.49562982844
2ed_22b_4ea,2.736,-6.825,-2.051,2.781,-6.495,-2.143,2.298,-5.839,-2.972,2.49566268042
9ed_13b_9ea,2.692,-6.012,-1.653,2.644,-5.64,-1.749,2.149,-5.051,-2.601,2.49574588761
19ed_5b_12ea,2.818,-6.96,-2.123,2.832,-6.604,-2.23,2.575,-6.002,-3.02,2.4957523510499997
7ed_4b_10ea,2.763,-6.569,-1.622,2.787,-6.258,-1.761,2.389,-5.575,-2.582,2.4957666225599997
13ed_22b_1ea,2.646,-6.384,-2.142,2.608,-6.034,-2.219,1.993,-5.415,-3.049,2.4959144564699995
1ed_9b_1ea,2.716,-6.424,-1.978,2.678,-6.063,-2.071,2.227,-5.488,-2.899,2.49687524703
2ed_10b_8ea,2.816,-6.49,-1.793,2.84,-6.155,-1.889,2.565,-5.545,-2.668,2.4969145624499998
9ed_7b_5ea,2.75,-6.009,-1.418,2.701,-5.634,-1.524,2.341,-5.04,-2.343,2.4972188481899997
5ed_9b_10ea,2.771,-6.07,-1.385,2.755,-5.725,-1.489,2.411,-5.115,-2.281,2.49757887534
9ed_6b_3ea,2.732,-5.949,-1.491,2.673,-5.568,-1.584,2.278,-5.004,-2.397,2.49798710322
7ed_4b_11ea,2.769,-6.626,-1.677,2.797,-6.325,-1.821,2.402,-5.635,-2.635,2.49838213683
3ed_13b_4ea,2.78,-6.706,-2.102,2.769,-6.367,-2.212,2.439,-5.744,-2.99,2.4984510725099995
10ed_9b_10ea,2.807,-6.115,-1.324,2.795,-5.755,-1.427,2.53,-5.169,-2.223,2.49855501465
9ed_13b_5ea,2.742,-6.016,-1.482,2.686,-5.639,-1.588,2.31,-5.052,-2.399,2.4986371446
7ed_9b_9ea,2.762,-6.225,-1.355,2.786,-5.879,-1.457,2.377,-5.271,-2.329,2.49886037763
10ed_15b_3ea,2.745,-6.72,-2.102,2.731,-6.41,-2.227,2.319,-5.727,-3.009,2.49904752696
7ed_9b_6ea,2.827,-6.189,-1.131,2.859,-5.836,-1.235,2.596,-5.213,-2.079,2.4991371975899996
19ed_20b_3ea,2.825,-7.009,-2.038,2.823,-6.6,-2.131,2.589,-6.055,-2.958,2.49922255926
